user_id;help_request_id;applied_at
119;28030;1587752984213
120;23650;1586016295727
121;25086;1587271220181
122;28532;1585880731456
123;28643;1587013648881
124;22532;1587371586915
125;22380;1587178634592
126;29686;1586543382918
127;26788;1586255446842
128;20482;1586716283428
129;22241;1587000170366
130;20225;1587725013439
131;21849;1586808236858
132;24539;1585765276721
133;23693;1585887978801
134;26688;1586348511868
135;29902;1586987679110
136;20805;1586985516219
137;22867;1586273680202
138;22822;1587661102031
139;26118;1587486175926
140;26562;1586893272288
141;23262;1586539521638
142;24698;1587091369501
143;23272;1587324196983
144;28849;1587100783275
145;27420;1587595704345
146;26685;1586979654388
147;29789;1587441359555
148;23958;1587127719548
149;21626;1586659002484
150;23154;1587381745354
151;27382;1587753756563
152;29073;1585739432541
153;26805;1586314828165
154;25552;1586349143584
155;22121;1588137018263
156;20970;1586013201901
157;25818;1586275970837
158;23238;1585923965243
159;29675;1587816622863
160;23833;1585897126183
161;29593;1587039981743
162;24384;1586728007835
163;24064;1588104649997
164;25574;1587961491620
165;27562;1586719138032
166;24013;1586407967754
167;26360;1586520939451
168;29699;1587830315857
169;29444;1585733996000
170;26234;1586556507393
171;29621;1587532572553
172;23146;1587116015734
173;22403;1587410682931
174;28258;1588110373728
175;24899;1586209439564
176;20205;1586888254727
177;27678;1586234912909
178;25920;1588063629162
179;28705;1586906737534
180;27222;1586435515910
181;25183;1587373938910
182;20644;1585901057147
183;28577;1587313408713
184;21400;1585766695732
185;23249;1586710069260
186;26128;1585898614771
187;20924;1587739974904
188;24610;1585869374439
189;21275;1585787820805
190;21997;1587391986637
191;26057;1586286471185
192;24938;1588211466178
193;25087;1587086801297
194;25077;1586207865059
195;23096;1586172876189
196;29681;1586624984591
197;29884;1587839091444
198;29195;1585895253015
199;23259;1586064534337
200;26809;1587708857908
201;26235;1586413003772
202;25528;1586998013616
203;22866;1587320016646
204;24275;1586247066190
205;28552;1586091387346
206;24838;1587100091145
207;29027;1586194871627
208;27429;1587972673517
209;29585;1586916293446
210;27727;1586744091179
211;23647;1588076579064
212;29266;1585820510251
213;23867;1587871519176
214;21960;1587337708975
215;27694;1587636123245
216;26629;1586917538867
217;22260;1586301232270
218;23709;1586761683945
219;25352;1588281066813
220;26187;1587757877798
221;25500;1586291910674
222;20148;1586330750268
223;22706;1587339788675
224;28740;1587081128095
225;28094;1587088574807
226;27536;1586434181545
227;23638;1585870593060
228;25616;1587265355410
229;23056;1586002781026
230;21655;1586066720463
231;24586;1586122763860
232;28101;1586785873831
233;27158;1588082020385
234;20800;1587073115212
235;27637;1585788148353
236;24025;1587269195391
237;20937;1585708595099
238;20471;1587722911146
239;25060;1586479302703
240;26551;1586418382179
241;22592;1585783063373
242;20209;1587774042066
243;25736;1587942655169
244;24507;1588104821250
245;28885;1587935318841
246;28468;1586897023524
247;29598;1586895116034
248;22696;1587926399341
249;21711;1585988072441
250;26936;1587839964586
251;22976;1586515625336
252;26210;1585818770482
253;25106;1587069224320
254;20892;1586335836914
255;29988;1586900551134
256;21595;1587271206033
257;29434;1586900097727
258;24794;1585939800953
259;20921;1587999657175
260;25483;1588223046773
261;26691;1586253982040
262;25275;1587718600688
263;21388;1587667161633
264;23778;1586375632289
265;22059;1588225198690
266;29049;1585771611417
267;27372;1588263769253
268;25419;1585966165249
269;25896;1588206726075
270;28787;1586477070634
271;21994;1587040326472
272;25707;1586587133941
273;21224;1586485239616
274;23547;1587459522372
275;26287;1588237685393
276;28596;1587915462009
277;25274;1587045633668
278;28958;1586347166072
279;28719;1587965159767
280;24426;1588103298875
281;22624;1585767143924
282;29830;1586838630286
283;22463;1586961399087
284;22756;1585752606706
285;22659;1587960877896
286;23883;1586475424729
287;26752;1586155699177
288;25961;1587400246885
289;22003;1585938513650
290;20571;1585923576759
291;20334;1587532558088
292;26570;1586670063592
293;27231;1586574326730
294;29974;1587137037890
295;29159;1587286217417
296;23122;1588101152094
297;22544;1585909060298
298;20009;1587461140314
299;28620;1588105554504
300;27081;1587944898319
301;25027;1587684071686
302;20019;1587675200420
303;26068;1586072987651
304;24224;1587901531200
305;23696;1588266116904
306;27631;1586696570964
307;26594;1585891258882
308;28138;1587614489926
309;22038;1588233607102
310;20156;1588137868917
311;27054;1587198969349
312;20469;1587391876348
313;23265;1588271651947
314;21477;1586415013633
315;22357;1586496492881
316;24504;1586536166552
317;28176;1586838173891
318;20338;1587920650497
319;29895;1586939399616
320;23663;1588270292795
321;24565;1587606469498
322;22632;1585928793659
323;20547;1586331250841
324;28295;1587230128590
325;22035;1586053642079
326;21249;1587786126143
327;26581;1586560573775
328;22954;1587210414012
329;27525;1587726202976
330;26693;1586262695790
331;29291;1586125906565
332;28733;1587457251221
333;27980;1587718037951
334;29582;1587157090648
335;27023;1586384761196
336;29823;1586325441841
337;21270;1587254766949
338;27120;1587715129554
339;24037;1586382351706
340;25392;1586143791475
341;21762;1585813924961
342;22388;1586816914958
343;27883;1586768231137
344;22535;1586914189918
345;29627;1587494378477
346;21411;1587628485231
347;21972;1586155628175
348;29184;1588113658293
349;23091;1588065275881
350;27633;1586312792645
351;27187;1587673741069
352;25698;1587303609956
353;24327;1586411167044
354;23456;1587629443124
355;26428;1587817567078
356;28764;1588045113820
357;27072;1588069555829
358;27811;1587082518114
359;23532;1585847659042
360;21818;1586967684129
361;29993;1587635579512
362;29802;1587480488958
363;21677;1586894610695
364;25733;1588072795558
365;28284;1586439077441
366;20477;1587963207493
367;22158;1586296372018
368;28356;1588276672734
369;25950;1588156438869
370;27550;1586273069044
371;22072;1586283703237
372;25948;1586948577681
373;26321;1587292069284
374;27884;1587996322222
375;29210;1585927078227
376;21698;1585853691486
377;24358;1587076690876
378;24390;1586837525013
379;29130;1586380408677
380;28355;1586192588685
381;26369;1586038032972
382;26750;1587627421179
383;29471;1587730049320
384;27328;1588155468431
385;22575;1587923953185
386;21621;1587427705149
387;28493;1586266539451
388;29282;1588138051199
389;23943;1586983975823
390;27486;1587644621838
391;28819;1587045935646
392;28978;1586954029783
393;23928;1586966739522
394;29977;1586857084456
395;29814;1588014218270
396;25256;1587117807507
397;29243;1587859384734
398;27251;1586266138953
399;27425;1588217390728
400;27123;1586010524356
401;23613;1585978904161
402;24738;1586379424748
403;29078;1586008548136
404;29278;1587425265356
405;27319;1587912372969
406;26205;1585927335429
407;27412;1586321415021
408;26108;1587181839521
409;20400;1586824214088
410;22681;1585887997244
411;22771;1588138661146
412;23377;1585929123132
413;28997;1586651571619
414;28877;1587259868349
415;22391;1587086677274
416;25124;1585872433042
417;24743;1586114561603
418;22295;1587981953766
419;24344;1586661964168
420;29820;1587388781132
421;20437;1587194457868
422;26411;1587905831152
423;21875;1587858131576
424;25821;1587004103332
425;25166;1587535555848
426;25632;1585799511667
427;25031;1585893853105
428;28948;1585923729692
429;22210;1588140984889
430;20207;1587548333820
431;25405;1586649142146
432;23157;1586321287265
433;26674;1588101944111
434;27119;1585976348656
435;25244;1585851767487
436;29213;1586027515063
437;23897;1588043454007
438;20344;1585730025095
439;27254;1587168099048
440;27048;1588105455366
441;26463;1587223738948
442;29403;1585750673631
443;21192;1587949114450
444;22540;1586085427115
445;22467;1588202133308
446;25483;1587858700952
447;29201;1588138334923
448;23876;1588079389108
449;25470;1586158137372
450;21548;1586994156187
451;23401;1588169356419
452;25662;1586335492731
453;24649;1587298810967
454;26310;1587795266199
455;29359;1586480832231
456;20179;1587787389262
457;28406;1587128400260
458;24032;1586386750970
459;22801;1585798575656
460;22405;1587523022110
461;27220;1586650067470
462;27968;1587188535615
463;26396;1586746511126
464;28098;1587062319420
465;20683;1587616419140
466;29457;1586881807806
467;22337;1586673373709
468;23378;1587422885291
469;27101;1585881081414
470;26817;1587394132738
471;26755;1587586834562
472;27973;1587935213593
473;24827;1587494240597
474;24118;1586649159602
475;20079;1587651236421
476;29445;1588113962353
477;26956;1585885800314
478;24207;1586082867979
479;28922;1587690581245
480;24592;1586390272841
481;22107;1587718917041
482;28311;1588049116209
483;27566;1586810334315
484;21718;1587763316191
485;28049;1585830478047
486;20625;1586143258942
487;20332;1587220217370
488;23591;1587682469917
489;29791;1587987998666
490;25754;1585700153892
491;24447;1588028041792
492;20156;1587888276639
493;22993;1586667783015
494;26533;1586073334471
495;27090;1587350091963
496;27552;1585746681867
497;28914;1586871082050
498;27427;1586419081169
499;29367;1587871064577
500;22462;1586971153349
501;20994;1586678970454
502;24274;1586313195239
503;29410;1586419883441
504;27485;1588113262808
505;27930;1585972631665
506;24244;1587912423867
507;25863;1586302038534
508;22700;1587487362582
509;22070;1585843009197
510;25890;1586114082428
511;23785;1588118002608
512;29068;1586336305011
513;29457;1586611790066
514;24235;1587842067120
515;25178;1587934845283
516;21488;1587476770026
517;29277;1586154535525
518;25168;1586510774465
519;24793;1586576472795
520;28805;1587341814933
521;22123;1586596009030
522;26342;1585807371845
523;20963;1586649287451
524;24644;1586222854487
525;24989;1587377272296
526;25303;1587788636867
527;20330;1585712844627
528;22408;1586661966423
529;27229;1587765533944
530;21335;1585975501317
531;28432;1585744275566
532;20684;1586526898492
533;28971;1586307228891
534;29987;1588142718542
535;26326;1586695435054
536;28688;1586363446635
537;28184;1587143699431
538;22404;1586573290020
539;27989;1585902440402
540;27656;1586924116256
541;20883;1587586962595
542;21613;1587489725797
543;29954;1586576308173
544;26624;1586520744960
545;21442;1587706953858
546;26069;1586866662144
547;21479;1587882963619
548;20346;1587171598048
549;28837;1586005155432
550;29302;1586423397174
551;21980;1587557262165
552;26264;1586664322902
553;26644;1586048965503
554;20490;1587843844826
555;23991;1587680734770
556;27053;1585953946051
557;28456;1587469290397
558;28495;1586861304144
559;22438;1586773474690
560;22086;1586465425413
561;27286;1587532937197
562;26301;1587868120740
563;22605;1587898263083
564;28414;1587645348157
565;26563;1586210598122
566;21541;1587249541499
567;25959;1585796155249
568;21009;1586808578484
569;25842;1587493565004
570;29708;1586118805789
571;24236;1586513166433
572;25718;1587237797944
573;21844;1586937614425
574;25655;1586259401475
575;27144;1586972579747
576;27444;1586488421043
577;29889;1585809450691
578;21354;1588041353034
579;29030;1587104006075
580;21574;1588094953367
581;20453;1588064831262
582;26264;1586846987770
583;25688;1588201186458
584;28088;1587136796866
585;26618;1586961394020
586;20333;1587558431405
587;26558;1587847273036
588;24598;1586755221353
589;23655;1586487108091
590;24895;1587429813490
591;28849;1588167951391
592;27612;1586354902120
593;27528;1588141722674
594;21462;1587818031855
595;29267;1587811731704
596;22303;1587888693317
597;29574;1585997491532
598;26816;1586554466062
599;23540;1586907733573
600;27289;1586347927115
601;22885;1587704688554
602;27171;1586395531731
603;27560;1586884709553
604;23459;1587011696794
605;25416;1587440163070
606;22302;1586747325129
607;24323;1587835541078
608;28378;1586125453361
609;20447;1587071819071
610;29691;1588037084848
611;27324;1586410075661
612;21977;1587804163858
613;20877;1587162667513
614;20185;1585705556584
615;23172;1585883798021
616;29036;1587675480301
617;22397;1586913058767
618;29524;1586874179171
619;25672;1585910783782
620;22810;1588018167598
621;25794;1587020656867
622;23796;1586844305576
623;27717;1587359401502
624;21568;1586737355945
625;26222;1587784032293
626;21276;1586680636382
627;25061;1586208329096
628;22431;1587035313023
629;28427;1587976483671
630;28752;1586109292224
631;20183;1586401075209
632;26564;1586980377157
633;27517;1587608031220
634;21717;1586388189165
635;27212;1585838084431
636;22339;1586791477359
637;24202;1587102270430
638;25377;1585877548158
639;24115;1585737340689
640;22015;1587049235658
641;25327;1587549872708
642;24346;1588092207240
643;28982;1586832536647
644;23328;1586321281808
645;26073;1587461850132
646;21836;1586392373478
647;20696;1587306649298
648;28551;1588115073741
649;23790;1586792843561
650;24609;1587284226234
651;24485;1586994051087
652;29671;1586071331985
653;26786;1588194656156
654;27389;1587295892595
655;25186;1587117274138
656;29976;1586880537703
657;22547;1586413377846
658;22895;1586769420170
659;29219;1585782279391
660;27968;1586064754998
661;29120;1586348606605
662;26784;1586003260278
663;21498;1587502758907
664;20333;1586084995654
665;24234;1587777144265
666;27495;1587772615419
667;20513;1586363594491
668;28851;1588205440472
669;23323;1587073462780
670;20951;1586599784344
671;24714;1587610772902
672;20329;1588016558245
673;28198;1586214022307
674;21269;1588204977902
675;22982;1586482420264
676;27038;1587489628402
677;27800;1587216242046
678;21933;1586541395728
679;23068;1587008455906
680;23040;1586618888251
681;24637;1585861575833
682;21585;1588017147155
683;28298;1586040094285
684;22250;1586771271260
685;22869;1586775574392
686;28271;1587674860080
687;27963;1586491401686
688;21165;1586634966763
689;29820;1587036422453
690;20136;1587780311901
691;26723;1586446855419
692;20743;1585972353196
693;20706;1586434407407
694;23660;1586554353543
695;21267;1587122386189
696;23141;1587926769396
697;22875;1587626289717
698;21358;1587870101569
699;21520;1586410975699
700;21997;1585858250729
701;27080;1587111351915
702;22508;1586585836109
703;23882;1586837490968
704;25386;1587178314243
705;23075;1587160054005
706;28537;1588187299701
707;21038;1585945185132
708;21399;1586552815465
709;25272;1588072755597
710;28512;1587230337509
711;24425;1588089418321
712;21638;1585837819543
713;20508;1588279811229
714;25432;1585870836544
715;24559;1587250283918
716;26103;1587933579883
717;22527;1588191534584
718;23035;1585951985882
719;28087;1586714688955
720;21496;1587137743577
721;21548;1587188308322
722;21400;1587709829270
723;24313;1586523715477
724;29252;1588168956315
725;25905;1586727263692
726;24952;1586964083067
727;27154;1585971351044
728;20179;1587379457996
729;28953;1587587481659
730;27129;1586868290535
731;23055;1586912546741
732;26988;1586347219921
733;29360;1586647235645
734;24372;1588281344495
735;26501;1586878674968
736;21942;1587113844173
737;25500;1587758098255
738;22396;1587741238199
739;23395;1588014905918
740;21268;1588069416208
741;26839;1586525666487
742;20258;1586110706216
743;23601;1586323561568
744;22447;1587436591929
745;20181;1588114645630
746;23252;1586498705777
747;24678;1585918154386
748;22389;1587107713715
749;27015;1585944238437
750;24287;1585933859772
751;25421;1586088593302
752;25410;1586517325613
753;28258;1587939875567
754;29574;1586624998458
755;22973;1587969372593
756;26824;1588008849088
757;26719;1585720283741
758;28287;1586057947416
759;24141;1585934780277
760;26767;1587918274562
761;22040;1587967156580
762;29562;1585707815430
763;29119;1587049719829
764;26091;1586179920187
765;24204;1585705790254
766;20987;1587570181568
767;23801;1585775858051
768;27086;1587851209281
769;26290;1587356976834
770;23605;1587217702899
771;29701;1586510245700
772;23658;1588025933039
773;23012;1586045328346
774;22592;1586083686338
775;23127;1586888938924
776;22192;1588050305514
777;25496;1585772731959
778;24608;1587300805358
779;28844;1586595776722
780;24249;1587913483149
781;28408;1586785890797
782;24879;1587789045873
783;27712;1588096440103
784;23092;1586601533577
785;22918;1585884208976
786;22814;1586615654866
787;29310;1587813183569
788;24578;1586514167403
789;23654;1586385899728
790;21743;1586403785320
791;20448;1587945331656
792;22594;1586356157096
793;28819;1586902716352
794;28156;1586532053123
795;20797;1586710765273
796;29617;1586092460199
797;29570;1587681630906
798;26492;1586144456168
799;26862;1586524956490
800;25545;1587189737020
801;28188;1586345463037
802;22335;1587251950870
803;20979;1588181943800
804;22608;1585694705290
805;21339;1586966009089
806;23682;1586052657631
807;27947;1586293401171
808;21852;1586768512426
809;23045;1586827395126
810;26193;1587812991371
811;27504;1586426134946
812;22427;1586451606674
813;24595;1587391740260
814;21382;1586930696355
815;26980;1587700253730
816;22890;1585710086924
817;25013;1585818308863
818;21426;1586033479199
819;28864;1586477873053
820;28774;1586672080733
821;26855;1586930051843
822;28779;1587562405451
823;24195;1587868406023
824;29147;1588230848895
825;20142;1587990133999
826;21543;1587523541119
827;28176;1588126176215
828;27062;1587731192334
829;25861;1586475301392
830;21026;1588230336370
831;20071;1586534502101
832;23736;1587144415472
833;22742;1587811325727
834;28554;1585707385528
835;24908;1588256373425
836;28959;1587091810168
837;23178;1586414270779
838;29896;1588055551978
839;24828;1587174663179
840;24709;1586024557554
841;21414;1586668251700
842;25830;1587148672614
843;29646;1586245697603
844;29342;1587854250205
845;20924;1587779576311
846;26044;1586744924802
847;22417;1586520703277
848;21645;1585977113068
849;27533;1587994520881
850;20235;1586947633649
851;20763;1587803999792
852;24013;1586249833561
853;23172;1588053382770
854;27898;1585734162746
855;25231;1586197837553
856;20539;1587789539653
857;25351;1586089387147
858;24259;1585935881389
859;28777;1587177757414
860;22466;1586349379756
861;26397;1586601100180
862;25681;1586318770096
863;25481;1587502094795
864;23825;1587185761275
865;20176;1586349057318
866;29679;1588006884015
867;22028;1585762577901
868;29029;1587231499699
869;20555;1585783659872
870;21663;1586102224042
871;24749;1588109504444
872;27328;1585939836630
873;29245;1588237745706
874;21568;1586211865362
875;22556;1585891404526
876;28485;1587879633643
877;20999;1587690231517
878;25422;1587383588857
879;25939;1586588140448
880;27761;1587018246019
881;23751;1587724940175
882;26410;1586424824132
883;29352;1587242091201
884;22205;1587292748209
885;21714;1586409784557
886;25841;1587360099093
887;28336;1587538035277
888;26777;1585805897688
889;23050;1586282255129
890;23284;1586347093714
891;28718;1587890816899
892;23986;1586468574038
893;27536;1586981312144
894;24136;1586287110077
895;28388;1586303977092
896;26790;1588268871557
897;23796;1586359957622
898;23885;1586420336458
899;28616;1587267641281
900;20542;1587442173313
901;29978;1585969927357
902;22611;1588018085282
903;27843;1588251500320
904;27566;1587151194978
905;24480;1588104769778
906;27762;1587340582666
907;27247;1587280039402
908;25147;1588216092595
909;29406;1587022605310
910;25731;1587550278979
911;25092;1587980603721
912;28230;1587721355602
913;20499;1586668459890
914;26226;1588093978489
915;22239;1587084205824
916;27066;1587566648645
917;26508;1587022861925
918;21028;1585903269660
919;25831;1586178383593
920;24862;1587754950112
921;27140;1586791526482
922;21078;1586030783654
923;29242;1587487564210
924;26472;1587330378787
925;25636;1586144184162
926;29362;1587190616260
927;21003;1586892567851
928;28886;1587848086967
929;23471;1587796329730
930;24909;1585740369986
931;27170;1585721747393
932;24587;1585838675040
933;20625;1585963854705
934;27375;1586236249894
935;27471;1587889196786
936;21676;1588268254798
937;27322;1587307615032
938;25297;1587175019642
939;24482;1587479027924
940;28823;1588226099719
941;26178;1587437651282
942;22936;1587194211733
943;25419;1586204949772
944;22984;1586258363823
945;28451;1587506046605
946;29320;1586666972543
947;23087;1587385629091
948;26105;1585958815450
949;24725;1587320429463
950;22082;1585908623250
951;20476;1586840699897
952;28229;1587580379218
953;23852;1586914560614
954;25117;1587299942399
955;29849;1587547025507
956;27711;1588262861074
957;27245;1588055764886
958;29558;1585859084760
959;27754;1585798626596
960;21558;1586527922387
961;29919;1586119946580
962;27042;1588126126979
963;21783;1587619776474
964;26571;1585961557053
965;26297;1586024105461
966;25726;1586072297681
967;24421;1585708117149
968;28761;1588069511182
969;20483;1587045393188
970;24520;1587247112091
971;26097;1587879582151
972;23218;1587600860934
973;28993;1585822467057
974;21398;1587070985005
975;22896;1587788312153
976;20724;1585873067437
977;25077;1586447219871
978;20393;1587519156345
979;21294;1586638133559
980;28319;1587296777027
981;24302;1585800809252
982;26023;1587400472426
983;21273;1586524712368
984;28997;1587298359785
985;23037;1587350683915
986;27461;1587543146648
987;28658;1585906167211
988;27311;1588188812083
989;25393;1586861225539
990;28452;1587977948784
991;22695;1587078058424
992;21531;1586418198134
993;24604;1586122416659
994;29569;1587027884445
995;21305;1586049227219
996;21634;1588186341550
997;23949;1587933140713
998;24372;1587997365008
999;20316;1588066872341
1000;28307;1587237580927
