help_request_id;amount;reward_id
1076;500;2
1077;900;2
1078;200;2
1079;700;2
1080;300;2
1081;800;2
1082;900;2
1083;1000;2
1084;500;2
1085;400;2
1086;300;2
1087;300;2
1088;300;2
1089;900;2
1090;900;2
1091;700;2
1092;200;2
1093;300;2
1094;800;2
1095;300;2
1096;700;2
1097;400;2
1098;900;2
1099;600;2
1100;900;2
1101;800;2
1102;900;2
1103;600;2
1104;1000;2
1105;1000;2
1106;100;2
1107;1000;2
1108;100;2
1109;600;2
1110;1000;2
1111;900;2
1112;400;2
1113;200;2
1114;500;2
1115;300;2
1116;900;2
1117;800;2
1118;200;2
1119;100;2
1120;300;2
1121;400;2
1122;1000;2
1123;1000;2
1124;700;2
1125;1000;2
1126;500;2
1127;900;2
1128;100;2
1129;200;2
1130;900;2
1131;500;2
1132;700;2
1133;500;2
1134;600;2
1135;500;2
1136;500;2
1137;700;2
1138;1000;2
1139;1000;2
1140;400;2
1141;1000;2
1142;800;2
1143;400;2
1144;400;2
1145;600;2
1146;900;2
1147;300;2
1148;1000;2
1149;800;2
1150;500;2
1151;800;2
1152;200;2
1153;100;2
1154;700;2
1155;800;2
1156;500;2
1157;100;2
1158;200;2
1159;500;2
1160;300;2
1161;700;2
1162;700;2
1163;600;2
1164;300;2
1165;800;2
1166;400;2
1167;1000;2
1168;500;2
1169;900;2
1170;500;2
1171;1000;2
1172;800;2
1173;800;2
1174;100;2
1175;1000;2
1176;100;2
1177;300;2
1178;400;2
1179;800;2
1180;500;2
1181;700;2
1182;200;2
1183;1000;2
1184;700;2
1185;1000;2
1186;100;2
1187;500;2
1188;100;2
1189;400;2
1190;800;2
1191;100;2
1192;800;2
1193;700;2
1194;400;2
1195;600;2
1196;900;2
1197;700;2
1198;600;2
1199;1000;2
1200;300;2
1201;600;2
1202;1000;2
1203;600;2
1204;600;2
1205;800;2
1206;400;2
1207;700;2
1208;300;2
1209;1000;2
1210;200;2
1211;900;2
1212;300;2
1213;900;2
1214;900;2
1215;700;2
1216;200;2
1217;300;2
1218;600;2
1219;400;2
1220;600;2
1221;500;2
1222;500;2
1223;200;2
1224;1000;2
1225;700;2
1226;400;2
1227;600;2
1228;100;2
1229;400;2
1230;800;2
1231;400;2
1232;900;2
1233;1000;2
1234;300;2
1235;900;2
1236;900;2
1237;800;2
1238;200;2
1239;300;2
1240;200;2
1241;900;2
1242;400;2
1243;200;2
1244;900;2
1245;400;2
1246;200;2
1247;200;2
1248;500;2
1249;600;2
1250;300;2
1251;400;2
1252;900;2
1253;900;2
1254;500;2
1255;500;2
1256;100;2
1257;700;2
1258;400;2
1259;200;2
1260;700;2
1261;100;2
1262;1000;2
1263;300;2
1264;200;2
1265;900;2
1266;700;2
1267;300;2
1268;500;2
1269;800;2
1270;300;2
1271;900;2
1272;1000;2
1273;500;2
1274;900;2
1275;100;2
1276;800;2
1277;500;2
1278;400;2
1279;800;2
1280;500;2
1281;600;2
1282;100;2
1283;700;2
1284;700;2
1285;100;2
1286;600;2
1287;700;2
1288;500;2
1289;1000;2
1290;100;2
1291;800;2
1292;500;2
1293;300;2
1294;700;2
1295;700;2
1296;400;2
1297;800;2
1298;600;2
1299;1000;2
1300;300;2
1301;1000;2
1302;100;2
1303;900;2
1304;300;2
1305;600;2
1306;800;2
1307;200;2
1308;800;2
1309;500;2
1310;400;2
1311;400;2
1312;700;2
1313;1000;2
1314;900;2
1315;500;2
1316;1000;2
1317;600;2
1318;1000;2
1319;900;2
1320;900;2
1321;600;2
1322;800;2
1323;600;2
1324;200;2
1325;500;2
1326;200;2
1327;100;2
1328;500;2
1329;100;2
1330;300;2
1331;200;2
1332;600;2
1333;900;2
1334;1000;2
1335;400;2
1336;200;2
1337;100;2
1338;600;2
1339;900;2
1340;700;2
1341;800;2
1342;500;2
1343;300;2
1344;300;2
1345;500;2
1346;100;2
1347;300;2
1348;100;2
1349;200;2
1350;300;2
1351;700;2
1352;100;2
1353;900;2
1354;900;2
1355;400;2
1356;900;2
1357;600;2
1358;300;2
1359;400;2
1360;100;2
1361;1000;2
1362;1000;2
1363;1000;2
1364;1000;2
1365;300;2
1366;500;2
1367;200;2
1368;300;2
1369;500;2
1370;200;2
1371;300;2
1372;700;2
1373;400;2
1374;900;2
1375;200;2
1376;400;2
1377;500;2
1378;600;2
1379;600;2
1380;800;2
1381;700;2
1382;1000;2
1383;700;2
1384;1000;2
1385;1000;2
1386;500;2
1387;400;2
1388;600;2
1389;700;2
1390;300;2
1391;800;2
1392;1000;2
1393;600;2
1394;200;2
1395;200;2
1396;1000;2
1397;600;2
1398;700;2
1399;400;2
1400;600;2
1401;200;2
1402;600;2
1403;500;2
1404;900;2
1405;300;2
1406;500;2
1407;400;2
1408;800;2
1409;600;2
1410;200;2
1411;1000;2
1412;500;2
1413;700;2
1414;200;2
1415;700;2
1416;1000;2
1417;200;2
1418;400;2
1419;700;2
1420;800;2
1421;500;2
1422;700;2
1423;1000;2
1424;300;2
1425;700;2
1426;500;2
1427;1000;2
1428;100;2
1429;1000;2
1430;1000;2
1431;600;2
1432;400;2
1433;800;2
1434;400;2
1435;100;2
1436;400;2
1437;300;2
1438;100;2
1439;900;2
1440;1000;2
1441;400;2
1442;600;2
1443;200;2
1444;200;2
1445;800;2
1446;700;2
1447;500;2
1448;300;2
1449;200;2
1450;600;2
1451;700;2
1452;900;2
1453;800;2
1454;700;2
1455;400;2
1456;100;2
1457;900;2
1458;900;2
1459;600;2
1460;700;2
1461;700;2
1462;1000;2
1463;400;2
1464;800;2
1465;200;2
1466;900;2
1467;900;2
1468;1000;2
1469;500;2
1470;800;2
1471;300;2
1472;600;2
1473;300;2
1474;900;2
1475;600;2
1476;1000;2
1477;400;2
1478;800;2
1479;600;2
1480;400;2
1481;600;2
1482;300;2
1483;900;2
1484;600;2
1485;700;2
1486;500;2
1487;800;2
1488;500;2
1489;900;2
1490;300;2
1491;900;2
1492;1000;2
1493;800;2
1494;900;2
1495;300;2
1496;500;2
1497;800;2
1498;600;2
1499;500;2
1500;1000;2
1501;600;2
1502;400;2
1503;500;2
1504;200;2
1505;600;2
1506;600;2
1507;700;2
1508;800;2
1509;700;2
1510;200;2
1511;600;2
1512;400;2
1513;1000;2
1514;500;2
1515;300;2
1516;500;2
1517;700;2
1518;200;2
1519;900;2
1520;900;2
1521;500;2
1522;100;2
1523;200;2
1524;200;2
1525;1000;2
1526;400;2
1527;500;2
1528;900;2
1529;800;2
1530;200;2
1531;600;2
1532;300;2
1533;400;2
1534;800;2
1535;700;2
1536;400;2
1537;600;2
1538;600;2
1539;700;2
1540;500;2
1541;1000;2
1542;700;2
1543;700;2
1544;1000;2
1545;700;2
1546;900;2
1547;900;2
1548;200;2
1549;900;2
1550;300;2
1551;400;2
1552;700;2
1553;500;2
1554;600;2
1555;600;2
1556;600;2
1557;200;2
1558;800;2
1559;1000;2
1560;700;2
1561;1000;2
1562;500;2
1563;400;2
1564;200;2
1565;1000;2
1566;900;2
1567;800;2
1568;1000;2
1569;100;2
1570;800;2
1571;100;2
1572;800;2
1573;800;2
1574;200;2
1575;800;2
1576;200;2
1577;800;2
1578;500;2
1579;500;2
1580;800;2
1581;100;2
1582;700;2
1583;200;2
1584;400;2
1585;100;2
1586;300;2
1587;1000;2
1588;1000;2
1589;900;2
1590;500;2
1591;300;2
1592;100;2
1593;1000;2
1594;100;2
1595;100;2
1596;800;2
1597;400;2
1598;200;2
1599;200;2
1600;300;2
1601;100;2
1602;800;2
1603;1000;2
1604;900;2
1605;100;2
1606;300;2
1607;400;2
1608;100;2
1609;300;2
1610;200;2
1611;100;2
1612;1000;2
1613;300;2
1614;200;2
1615;500;2
1616;900;2
1617;300;2
1618;200;2
1619;600;2
1620;200;2
1621;900;2
1622;100;2
1623;600;2
1624;100;2
1625;100;2
1626;900;2
1627;900;2
1628;900;2
1629;700;2
1630;1000;2
1631;400;2
1632;200;2
1633;600;2
1634;400;2
1635;400;2
1636;900;2
1637;200;2
1638;900;2
1639;100;2
1640;600;2
1641;600;2
1642;300;2
1643;600;2
1644;300;2
1645;100;2
1646;700;2
1647;700;2
1648;700;2
1649;500;2
1650;500;2
1651;900;2
1652;300;2
1653;900;2
1654;200;2
1655;800;2
1656;600;2
1657;800;2
1658;400;2
1659;100;2
1660;600;2
1661;300;2
1662;900;2
1663;200;2
1664;100;2
1665;900;2
1666;1000;2
1667;200;2
1668;1000;2
1669;100;2
1670;200;2
1671;100;2
1672;100;2
1673;100;2
1674;700;2
1675;700;2
1676;200;2
1677;800;2
1678;600;2
1679;200;2
1680;700;2
1681;600;2
1682;300;2
1683;200;2
1684;300;2
1685;500;2
1686;1000;2
1687;400;2
1688;400;2
1689;300;2
1690;100;2
1691;700;2
1692;800;2
1693;400;2
1694;900;2
1695;1000;2
1696;900;2
1697;400;2
1698;800;2
1699;900;2
1700;600;2
1701;400;2
1702;500;2
1703;1000;2
1704;500;2
1705;700;2
1706;800;2
1707;800;2
1708;100;2
1709;1000;2
1710;800;2
1711;900;2
1712;700;2
1713;800;2
1714;600;2
1715;900;2
1716;400;2
1717;300;2
1718;200;2
1719;900;2
1720;1000;2
1721;100;2
1722;700;2
1723;100;2
1724;400;2
1725;500;2
1726;600;2
1727;100;2
1728;800;2
1729;800;2
1730;900;2
1731;1000;2
1732;200;2
1733;600;2
1734;600;2
1735;700;2
1736;800;2
1737;500;2
1738;1000;2
1739;200;2
1740;900;2
1741;200;2
1742;700;2
1743;500;2
1744;300;2
1745;800;2
1746;200;2
1747;800;2
1748;600;2
1749;900;2
1750;200;2
1751;1000;2
1752;400;2
1753;200;2
1754;700;2
1755;500;2
1756;800;2
1757;400;2
1758;200;2
1759;300;2
1760;900;2
1761;500;2
1762;300;2
1763;100;2
1764;200;2
1765;300;2
1766;900;2
1767;300;2
1768;300;2
1769;900;2
1770;400;2
1771;500;2
1772;600;2
1773;500;2
1774;900;2
1775;300;2
1776;200;2
1777;100;2
1778;1000;2
1779;800;2
1780;600;2
1781;800;2
1782;1000;2
1783;400;2
1784;300;2
1785;600;2
1786;900;2
1787;200;2
1788;500;2
1789;1000;2
1790;800;2
1791;800;2
1792;800;2
1793;100;2
1794;500;2
1795;600;2
1796;1000;2
1797;200;2
1798;500;2
1799;1000;2
1800;400;2
1801;800;2
1802;200;2
1803;600;2
1804;200;2
1805;600;2
1806;100;2
1807;800;2
1808;200;2
1809;700;2
1810;400;2
1811;100;2
1812;700;2
1813;800;2
1814;300;2
1815;700;2
1816;1000;2
1817;700;2
1818;700;2
1819;700;2
1820;700;2
1821;300;2
1822;600;2
1823;200;2
1824;1000;2
1825;900;2
1826;900;2
1827;200;2
1828;400;2
1829;100;2
1830;600;2
1831;200;2
1832;100;2
1833;200;2
1834;800;2
1835;100;2
1836;200;2
1837;900;2
1838;500;2
1839;400;2
1840;400;2
1841;300;2
1842;800;2
1843;600;2
1844;300;2
1845;700;2
1846;200;2
1847;500;2
1848;100;2
1849;400;2
1850;1000;2
1851;400;2
1852;800;2
1853;500;2
1854;300;2
1855;300;2
1856;500;2
1857;800;2
1858;700;2
1859;200;2
1860;1000;2
1861;600;2
1862;400;2
1863;600;2
1864;500;2
1865;200;2
1866;700;2
1867;900;2
1868;900;2
1869;300;2
1870;600;2
1871;300;2
1872;700;2
1873;600;2
1874;500;2
1875;700;2
1876;600;2
1877;1000;2
1878;900;2
1879;300;2
1880;700;2
1881;1000;2
1882;700;2
1883;1000;2
1884;300;2
1885;300;2
1886;200;2
1887;400;2
1888;600;2
1889;700;2
1890;200;2
1891;100;2
1892;900;2
1893;300;2
1894;400;2
1895;500;2
1896;300;2
1897;800;2
1898;800;2
1899;800;2
1900;100;2
1901;1000;2
1902;800;2
1903;900;2
1904;900;2
1905;300;2
1906;800;2
1907;100;2
1908;700;2
1909;800;2
1910;500;2
1911;200;2
1912;800;2
1913;700;2
1914;800;2
1915;700;2
1916;900;2
1917;300;2
1918;400;2
1919;400;2
1920;300;2
1921;200;2
1922;600;2
1923;300;2
1924;400;2
1925;500;2
1926;500;2
1927;600;2
1928;200;2
1929;400;2
1930;900;2
1931;900;2
1932;600;2
1933;700;2
1934;800;2
1935;900;2
1936;100;2
1937;500;2
1938;900;2
1939;100;2
1940;200;2
1941;500;2
1942;700;2
1943;600;2
1944;400;2
1945;1000;2
1946;200;2
1947;1000;2
1948;900;2
1949;1000;2
1950;800;2
1951;100;2
1952;500;2
1953;700;2
1954;900;2
1955;400;2
1956;700;2
1957;500;2
1958;1000;2
1959;400;2
1960;500;2
1961;700;2
1962;900;2
1963;800;2
1964;1000;2
1965;300;2
1966;600;2
1967;1000;2
1968;800;2
1969;600;2
1970;300;2
1971;700;2
1972;200;2
1973;700;2
1974;900;2
1975;400;2
1976;300;2
1977;800;2
1978;1000;2
1979;400;2
1980;600;2
1981;1000;2
1982;900;2
1983;600;2
1984;100;2
1985;900;2
1986;500;2
1987;800;2
1988;400;2
1989;800;2
1990;800;2
1991;300;2
1992;500;2
1993;600;2
1994;300;2
1995;100;2
1996;700;2
1997;600;2
1998;700;2
1999;800;2
2000;700;2
2001;200;2
2002;300;2
2003;1000;2
2004;300;2
2005;400;2
2006;900;2
2007;700;2
2008;200;2
2009;900;2
2010;300;2
2011;800;2
2012;300;2
2013;800;2
2014;600;2
2015;700;2
2016;800;2
2017;400;2
2018;300;2
2019;700;2
2020;700;2
2021;100;2
2022;1000;2
2023;500;2
2024;100;2
2025;500;2
2026;300;2
2027;400;2
2028;500;2
2029;800;2
2030;500;2
2031;300;2
2032;700;2
2033;800;2
2034;500;2
2035;900;2
2036;700;2
2037;700;2
2038;800;2
2039;400;2
2040;400;2
2041;200;2
2042;400;2
2043;900;2
2044;900;2
2045;400;2
2046;600;2
2047;300;2
2048;1000;2
2049;300;2
2050;800;2
2051;300;2
2052;300;2
2053;100;2
2054;100;2
2055;300;2
2056;100;2
2057;300;2
2058;900;2
2059;1000;2
2060;100;2
2061;300;2
2062;200;2
2063;400;2
2064;900;2
2065;200;2
2066;100;2
2067;200;2
2068;500;2
2069;900;2
2070;200;2
2071;500;2
2072;200;2
2073;1000;2
2074;700;2
2075;500;2
2076;700;2
2077;700;2
2078;400;2
2079;100;2
2080;700;2
2081;300;2
2082;800;2
2083;1000;2
2084;100;2
2085;300;2
2086;900;2
2087;600;2
2088;300;2
2089;600;2
2090;700;2
2091;100;2
2092;1000;2
2093;700;2
2094;700;2
2095;600;2
2096;200;2
2097;700;2
2098;400;2
2099;500;2
2100;500;2
2101;1000;2
2102;500;2
2103;300;2
2104;300;2
2105;200;2
2106;300;2
2107;1000;2
